40.72716755	-73.9787782
40.81268459	-73.90928142
40.69912315	-73.91611502
40.85018191	-73.88648362
40.86225027	-73.92291562
40.72285427	-73.98957017
40.79926731	-73.9702927
40.71734107	-73.93945716
40.75538801	-73.80183376
40.71982089	-73.98565287
40.80225341	-73.95324276
40.85205434	-73.82903921
40.78536042	-73.97298193
40.70920938	-73.95349919
40.82850142	-73.94744646
40.65151691	-73.95330155
40.74678488	-73.9410364
40.82850142	-73.94744646
40.74321515	-73.99350778
40.84615479	-73.88864466
40.85462116	-73.92898654
40.74052381	-73.92206407
40.85742547	-73.93226957
40.70393413	-73.94755188
40.75776335	-73.91779181
40.73478893	-74.00148663
40.70865242	-73.95406587
40.6056003	-74.0079842
40.81367274	-73.94382027
40.88370605	-73.85280813
40.81949682	-73.93804189
40.71729058	-73.98884235
40.76910729	-73.96705337
40.8148269	-73.90100186
40.72781539	-73.97922538
40.73478893	-74.00148663
40.85033918	-73.89309085
40.76195231	-73.82484124
40.81949682	-73.93804189
40.65895189	-73.92180255
40.87738116	-73.9071573
40.70393413	-73.94755188
40.8604014	-73.9058434
40.72680169	-74.00210702
40.82315442	-73.86342015
40.59582618	-73.77247079
40.70393413	-73.94755188
40.85205434	-73.82903921
40.74653124	-73.97603643
40.65783669	-73.95658774
40.81949682	-73.93804189
40.86882667	-73.92306346
40.71030602	-73.96551338
40.72716755	-73.9787782
40.70392194	-73.92545746
40.80624132	-73.95281733
40.73478893	-74.00148663
40.86823355	-73.86344326
40.86823355	-73.86344326
40.82179224	-73.95122017
40.69625772	-73.92012156
40.77652404	-73.95985378
40.79278615	-73.95158813
40.76432544	-73.86955856
40.60613304	-73.9976627
40.69912315	-73.91611502
40.77449542	-73.97983904
40.83661647	-73.94517416
40.68124733	-73.97719921
40.76755781	-73.91199994
40.86392257	-73.85965238
40.70263111	-73.91261581
40.70393413	-73.94755188
40.74653124	-73.97603643
40.8280781	-73.87522585
40.79661181	-73.93898417
40.70392194	-73.92545746
40.7161196	-73.90322269
40.88722438	-73.90473127
40.84678296	-73.88826771
40.85205434	-73.82903921
40.83315239	-73.94463858
40.72270006	-73.98501009
40.70393413	-73.94755188
40.69530541	-73.97421208
40.83314415	-73.9446169
40.8475182	-73.92106402
40.6939226	-73.97680541
40.76432544	-73.86955856
40.73506048	-74.00663215
40.72116067	-73.98866493
40.88408904	-73.85397539
40.80770992	-73.95325338
40.86882667	-73.92306346
40.86905714	-73.89211347
40.80946399	-73.94162388
40.76773597	-73.82697406
40.88526401	-73.90728733
40.70363046	-73.94385169
40.83097974	-73.94711567
40.86882667	-73.92306346
40.86882667	-73.92306346
40.84089954	-73.86860608
40.74678488	-73.9410364
40.74678488	-73.9410364
40.84187609	-73.93598629
40.79186116	-73.94539159
40.68744255	-73.93987013
40.85205434	-73.82903921
40.72995372	-73.95929011
40.70470043	-73.91984094
40.70187854	-73.90505746
40.82850142	-73.94744646
40.67723875	-73.94233448
40.88780917	-73.86382981
40.6857644	-73.82746439
40.67769233	-73.99740422
40.85033918	-73.89309085
40.67537789	-73.96249593
40.84187609	-73.93598629
40.73506271	-73.98724809
40.70884221	-73.94271112
40.84187609	-73.93598629
40.86455896	-73.92776116
40.7271881	-73.98805056
40.88739516	-73.90547244
40.83861864	-73.94216569
40.65205612	-73.92460363
40.70393413	-73.94755188
40.67008593	-73.95476653
40.57863891	-74.10894017
40.83861864	-73.94216569
40.67516308	-73.91860384
40.67551655	-73.91039813
40.62923099	-74.02273258
40.70920938	-73.95349919
40.67941993	-73.96822615
40.86121666	-73.85995092
40.84187609	-73.93598629
40.83291278	-73.87637677
40.8274005	-73.94681499
40.83486097	-73.92732723
40.64601074	-73.96024581
40.70393413	-73.94755188
40.64998168	-73.83758618
40.82067035	-73.86567614
40.6970044	-73.83698117
40.63815394	-73.93376403
40.72986599	-73.98074013
40.82179224	-73.95122017
40.76203067	-73.89642368
40.67769233	-73.99740422
40.85478086	-73.9000423
40.72517298	-73.98419056
40.77315512	-73.95675807
40.83861864	-73.94216569
40.83486097	-73.92732723
40.76143855	-73.76994132
40.75011283	-73.99632948
40.83701098	-73.93829662
40.64330559	-73.97409525
40.84700482	-73.92088029
40.68124058	-73.95446332
40.72725629	-73.98447148
40.70393413	-73.94755188
40.75500201	-73.96688348
40.77315512	-73.95675807
40.71387976	-73.93914648
40.72553423	-73.97780461
40.82071873	-73.93900181
40.71948409	-73.99540404
40.82467186	-73.95220447
40.81463261	-73.90168856
40.71298524	-73.93966312
40.72659254	-73.98856659
40.75141037	-73.98659891
40.68682107	-73.9903907
40.63815394	-73.93376403
40.6171024	-73.93081689
40.64998168	-73.83758618
40.70393413	-73.94755188
40.66817473	-73.95268069
40.8207222	-73.91063979
40.64998168	-73.83758618
40.71996344	-73.96112523
40.74406881	-73.87414897
40.67888762	-73.8730029
40.85798822	-73.90512381
40.70393413	-73.94755188
40.88660482	-73.90562184
40.80723021	-73.94825434
40.82772698	-73.9408888
40.67302608	-73.96393925
40.63283667	-74.02723013
40.70411268	-73.9478547
40.71077553	-73.95773276
40.71577635	-73.93407648
40.81305866	-73.92571454
40.85205434	-73.82903921
40.84550503	-73.90479464
40.85205434	-73.82903921
40.69512407	-73.96340079
40.64998168	-73.83758618
40.78052466	-73.81349774
40.87314538	-73.89973627
40.70393413	-73.94755188
40.85844745	-73.92927889
40.75654535	-73.81963248
40.70818077	-73.91981511
40.73815095	-74.00846197
40.82147272	-73.90528426
40.69958639	-73.83069606
40.76788994	-73.98772195
40.86663101	-73.92744798
40.75444761	-73.93013645
40.85205434	-73.82903921
40.84790188	-73.92428767
40.70393413	-73.94755188
40.89184993	-73.8574884
40.77301794	-73.93376709
40.7375417	-74.00720253
40.68180409	-73.94986236
40.6686786	-73.92905114
40.81949682	-73.93804189
40.76761182	-73.91825619
40.66755272	-73.98990685
